0,1.465897001
0,1.461698524
0,1.45849554
0,1.454197063
0,1.449998585
0,1.446795602
0,1.442497124
0,1.438298647
0,1.435095663
0,1.430797186
0,1.426598708
0,1.423395725
0,1.419097248
0,1.41489877
0,1.411695787
0,1.407397309
0,1.403198832
0,1.399995848
0,1.395697371
0,1.391498893
0,1.38829591
0,1.383997432
0,1.379798955
0,1.376595972
0,1.372297494
0,1.368099016
0,1.364896033
0,1.360597556
0,1.356399078
0,1.353196095
0,1.348897617
0,1.344699139
0,1.341496156
0,1.337197679
0,1.332899201
0,1.329796218
0,1.32549774
0,1.321199263
0,1.31809628
0,1.313797802
0,1.309499324
0,1.306296341
0,1.302097864
0,1.297799386
0,1.294596403
0,1.290397925
0,1.286099448
0,1.282896464
0,1.278697987
0,1.274399509
0,1.271196526
0,1.266998048
0,1.262699571
0,1.259496588
0,1.25529811
0,1.250999632
0,1.247796649
0,1.243598172
0,1.239299694
0,1.236096711
0,1.231898233
0,1.227599756
0,1.224396772
0,1.220198295
0,1.215899817
0,1.212696834
0,1.208498356
0,1.204199879
0,1.200996895
0,1.196798418
0,1.19249994
0,1.189296957
0,1.18509848
0,1.181895496
0,1.177597019
0,1.173398541
0,1.170195558
0,1.16589708
0,1.161598603
0,1.15849562
0,1.154197142
0,1.149898664
0,1.146795681
0,1.142497203
0,1.138198726
0,1.134995743
0,1.130797265
0,1.126498788
0,1.123295804
0,1.119097327
0,1.114798849
0,1.111595866
0,1.107397388
0,1.103098911
0,1.099895928
0,1.09569745
0,1.091398972
0,1.088195989
0,1.083997512
0,1.079699034
0,1.076496051
0,1.072297573
0,1.067999096
0,1.064796112
0,1.060597635
0,1.056299157
0,1.053096174
0,1.048897696
0,1.044599219
0,1.041396236
0,1.037197758
0,1.03289928
0,1.029696297
0,1.02549782
0,1.021199342
0,1.017996359
0,1.013797881
0,1.009499404
0,1.00629642
0,1.001997943
0,0.997799465
0,0.994596482
0,0.990298004
0,0.986099527
0,0.982896544
